Parar;18;11;2023;8;2;52;PM
Parar;18;11;2023;8;2;53;PM
Parar;18;11;2023;8;2;55;PM
Parar;18;11;2023;8;2;57;PM
Parar;18;11;2023;8;2;59;PM
Parar;18;11;2023;8;3;1;PM
Parar;18;11;2023;8;3;3;PM
Parar;18;11;2023;8;3;5;PM
Parar;18;11;2023;8;3;7;PM
Parar;18;11;2023;8;3;9;PM
Parar;18;11;2023;8;3;10;PM
Parar;18;11;2023;8;3;12;PM
Parar;18;11;2023;8;3;14;PM
Parar;18;11;2023;8;3;16;PM
Parar;18;11;2023;8;3;18;PM
Parar;18;11;2023;8;3;20;PM
Parar;18;11;2023;8;3;22;PM
Parar;18;11;2023;8;3;24;PM
Parar;18;11;2023;8;3;25;PM
Parar;18;11;2023;8;3;27;PM
Parar;18;11;2023;8;3;29;PM
Parar;18;11;2023;8;3;31;PM
Parar;18;11;2023;8;3;33;PM
Parar;18;11;2023;8;3;35;PM
Parar;18;11;2023;8;3;37;PM
Parar;18;11;2023;8;3;39;PM
Parar;18;11;2023;8;3;41;PM
Parar;18;11;2023;8;3;42;PM
Parar;18;11;2023;8;3;44;PM
Parar;18;11;2023;8;3;46;PM
Parar;18;11;2023;8;3;48;PM
Parar;18;11;2023;8;3;50;PM
Parar;18;11;2023;8;3;52;PM
Parar;18;11;2023;8;3;54;PM
Parar;18;11;2023;8;3;56;PM
Parar;18;11;2023;8;3;58;PM
Parar;18;11;2023;8;3;59;PM
Parar;18;11;2023;8;4;1;PM
Parar;18;11;2023;8;4;3;PM
Parar;18;11;2023;8;4;5;PM
Parar;18;11;2023;8;4;7;PM
Parar;18;11;2023;8;4;9;PM
Parar;18;11;2023;8;4;11;PM
Parar;18;11;2023;8;4;13;PM
Parar;18;11;2023;8;4;15;PM
Parar;18;11;2023;8;4;16;PM
Parar;18;11;2023;8;4;18;PM
Parar;18;11;2023;8;4;20;PM
Parar;18;11;2023;8;4;22;PM
Parar;18;11;2023;8;4;24;PM
Parar;18;11;2023;8;4;26;PM
Parar;18;11;2023;8;4;28;PM
Parar;18;11;2023;8;4;30;PM
Parar;18;11;2023;8;4;32;PM
Parar;18;11;2023;8;4;33;PM
Parar;18;11;2023;8;4;35;PM
Parar;18;11;2023;8;4;37;PM
Parar;18;11;2023;8;4;39;PM
Parar;18;11;2023;8;4;41;PM
Parar;18;11;2023;8;4;43;PM
Parar;18;11;2023;8;4;45;PM
Parar;18;11;2023;8;4;47;PM
Parar;18;11;2023;8;4;49;PM
Parar;18;11;2023;8;4;50;PM
Parar;18;11;2023;8;4;52;PM
Parar;18;11;2023;8;4;54;PM
Parar;18;11;2023;8;4;56;PM
Parar;18;11;2023;8;4;58;PM
Parar;18;11;2023;8;5;0;PM
